Booking_ID;no_of_adults;no_of_children;no_of_weekend_nights;no_of_week_nights;type_of_meal_plan;required_car_parking_space;room_type_reserved;lead_time;arrival_year;arrival_month;arrival_date;market_segment_type;repeated_guest;no_of_previous_cancellations;no_of_previous_bookings_not_canceled;avg_price_per_room;no_of_special_requests;booking_status
INN00221;1;0;0;2;Not Selected;0;Room_Type 1;0;2018;6;8;Online;0;0;0;109;1;Not_Canceled
INN00222;2;0;0;1;Meal Plan 1;0;Room_Type 1;118;2018;3;1;Offline;0;0;0;86;0;Not_Canceled
INN00223;2;0;1;5;Meal Plan 1;0;Room_Type 1;56;2018;9;5;Online;0;0;0;118.95;0;Not_Canceled
INN00224;2;0;0;2;Meal Plan 1;0;Room_Type 1;107;2018;6;10;Offline;0;0;0;130;1;Not_Canceled
INN00225;2;0;1;3;Not Selected;0;Room_Type 1;70;2018;4;14;Online;0;0;0;90.56;1;Not_Canceled
INN00226;2;0;0;2;Meal Plan 1;0;Room_Type 1;76;2018;4;1;Online;0;0;0;87.3;1;Not_Canceled
INN00227;2;2;2;2;Meal Plan 1;0;Room_Type 6;144;2018;5;27;Online;0;0;0;177.65;1;Canceled
INN00228;1;2;2;2;Meal Plan 1;0;Room_Type 6;4;2017;9;19;Online;0;0;0;200.75;2;Not_Canceled
INN00229;2;1;0;2;Meal Plan 1;0;Room_Type 1;15;2018;3;18;Online;0;0;0;127;1;Not_Canceled
INN00230;1;0;1;2;Meal Plan 1;0;Room_Type 1;32;2018;2;5;Online;0;0;0;72.9;0;Canceled
INN00231;3;0;1;1;Meal Plan 1;0;Room_Type 4;49;2018;5;7;Online;0;0;0;159.3;0;Canceled
INN00232;2;1;1;3;Meal Plan 1;0;Room_Type 1;77;2018;5;12;Online;0;0;0;135.15;1;Not_Canceled
INN00233;1;0;0;2;Meal Plan 1;0;Room_Type 1;22;2018;10;28;Offline;0;0;0;90;0;Not_Canceled
INN00234;2;0;1;0;Not Selected;0;Room_Type 1;0;2017;10;18;Online;0;0;0;114;0;Not_Canceled
INN00235;2;1;0;1;Meal Plan 1;1;Room_Type 1;58;2018;6;21;Online;0;0;0;125.1;1;Not_Canceled
INN00236;2;0;2;6;Not Selected;0;Room_Type 1;4;2017;8;14;Online;0;0;0;95.13;1;Not_Canceled
INN00237;2;0;0;2;Meal Plan 1;0;Room_Type 5;117;2018;4;29;Online;0;0;0;105.84;0;Canceled
INN00238;2;0;1;3;Meal Plan 1;0;Room_Type 1;36;2018;12;26;Online;0;0;0;102;0;Canceled
INN00239;2;0;2;2;Not Selected;0;Room_Type 1;35;2018;12;2;Online;0;0;0;74.8;2;Not_Canceled
INN00240;2;0;1;0;Not Selected;0;Room_Type 1;31;2018;4;24;Online;0;0;0;94.5;0;Canceled
INN00241;2;0;2;4;Not Selected;0;Room_Type 1;79;2018;6;16;Online;0;0;0;120.6;0;Not_Canceled
INN00242;2;0;1;2;Meal Plan 1;0;Room_Type 1;1;2017;10;9;Online;0;0;0;139.33;0;Not_Canceled
INN00243;2;0;0;2;Meal Plan 1;0;Room_Type 1;21;2017;9;3;Online;0;0;0;105;0;Not_Canceled
INN00244;2;0;0;2;Not Selected;0;Room_Type 1;12;2018;9;14;Corporate;0;0;0;100;1;Not_Canceled
INN00245;2;0;1;0;Meal Plan 1;0;Room_Type 1;33;2018;2;8;Online;0;0;0;80.3;1;Not_Canceled
INN00246;1;0;0;2;Meal Plan 1;0;Room_Type 1;164;2017;10;2;Offline;0;0;0;100;0;Not_Canceled
INN00247;2;0;0;3;Meal Plan 1;1;Room_Type 1;78;2018;3;24;Online;0;0;0;105.3;1;Not_Canceled
INN00248;2;0;0;4;Meal Plan 1;0;Room_Type 4;18;2018;5;31;Online;0;0;0;112.8;0;Canceled
INN00249;2;0;1;2;Meal Plan 1;0;Room_Type 1;21;2018;8;15;Online;0;0;0;151;0;Canceled
INN00250;1;0;1;3;Meal Plan 1;0;Room_Type 1;0;2017;11;9;Online;0;0;0;91;1;Not_Canceled
INN00251;3;0;2;1;Meal Plan 1;0;Room_Type 4;152;2018;8;13;Online;0;0;0;146.7;1;Canceled
INN00252;2;0;2;3;Meal Plan 1;0;Room_Type 1;43;2017;10;2;Offline;0;0;0;58.4;0;Not_Canceled
INN00253;2;0;0;4;Not Selected;0;Room_Type 1;177;2018;7;26;Online;0;0;0;80.75;1;Canceled
INN00254;2;0;1;1;Not Selected;0;Room_Type 1;47;2018;5;21;Offline;0;0;0;76.5;0;Not_Canceled
INN00255;3;0;0;3;Meal Plan 1;0;Room_Type 4;57;2018;9;7;Online;0;0;0;140.13;0;Not_Canceled
INN00256;2;0;2;4;Not Selected;0;Room_Type 1;60;2017;11;15;Online;0;0;0;76;1;Not_Canceled
INN00257;2;0;0;1;Meal Plan 1;0;Room_Type 1;0;2017;9;16;Online;0;0;0;200;0;Not_Canceled
INN00258;2;0;0;2;Meal Plan 2;0;Room_Type 1;102;2017;10;16;Online;0;0;0;101.5;0;Canceled
INN00259;2;0;0;3;Not Selected;0;Room_Type 1;71;2018;10;18;Online;0;0;0;108;1;Not_Canceled
INN00260;3;0;2;3;Meal Plan 2;0;Room_Type 4;111;2018;7;23;Online;0;0;0;189;1;Not_Canceled
INN00261;3;0;1;1;Meal Plan 1;0;Room_Type 4;1;2018;6;11;Online;0;0;0;166;3;Not_Canceled
INN00262;2;0;1;1;Not Selected;0;Room_Type 1;4;2018;1;16;Online;0;0;0;67.5;0;Not_Canceled
INN00263;2;0;1;3;Meal Plan 1;0;Room_Type 4;25;2017;9;14;Online;0;0;0;78.54;1;Not_Canceled
INN00264;1;0;2;2;Meal Plan 1;0;Room_Type 1;209;2018;11;6;Online;0;0;0;152.1;1;Canceled
INN00265;1;0;2;1;Meal Plan 1;0;Room_Type 1;93;2018;10;15;Online;0;0;0;115;0;Canceled
INN00266;2;0;2;5;Not Selected;0;Room_Type 1;53;2017;9;2;Online;0;0;0;66.53;2;Not_Canceled
INN00267;1;0;0;2;Meal Plan 1;0;Room_Type 1;1;2017;8;12;Complementary;1;0;1;0;1;Not_Canceled
INN00268;1;0;2;1;Meal Plan 1;0;Room_Type 1;4;2017;8;23;Complementary;0;0;0;0;1;Not_Canceled
INN00269;2;0;0;3;Meal Plan 1;0;Room_Type 1;302;2018;12;29;Online;0;0;0;90.3;2;Canceled
INN00270;2;0;0;2;Meal Plan 1;0;Room_Type 1;122;2018;4;15;Offline;0;0;0;85;0;Not_Canceled
INN00271;1;0;0;1;Meal Plan 1;0;Room_Type 1;16;2018;3;11;Corporate;0;0;0;75;0;Not_Canceled
INN00272;2;0;2;4;Meal Plan 1;0;Room_Type 1;28;2018;8;28;Online;0;0;0;115.37;1;Canceled
INN00273;2;0;1;2;Meal Plan 2;0;Room_Type 1;161;2018;3;25;Online;0;0;0;130;0;Canceled
INN00274;3;0;0;2;Meal Plan 1;0;Room_Type 4;57;2018;12;9;Online;0;0;0;126;2;Not_Canceled
INN00275;2;0;1;0;Meal Plan 1;0;Room_Type 1;19;2018;6;12;Online;0;0;0;94.35;1;Not_Canceled
INN00276;3;0;2;4;Meal Plan 1;0;Room_Type 4;109;2018;7;6;Online;0;0;0;118.46;4;Not_Canceled
INN00277;1;0;0;2;Meal Plan 2;0;Room_Type 1;239;2018;6;15;Online;0;0;0;90.6;0;Canceled
INN00278;1;0;2;1;Meal Plan 1;0;Room_Type 1;33;2018;3;5;Online;0;0;0;82.9;2;Not_Canceled
INN00279;2;0;0;3;Meal Plan 1;0;Room_Type 1;11;2017;8;18;Online;0;0;0;95.33;1;Not_Canceled
INN00280;3;0;2;5;Meal Plan 1;0;Room_Type 4;40;2018;4;21;Online;0;0;0;135.64;1;Not_Canceled
INN00281;3;0;1;1;Meal Plan 1;0;Room_Type 4;45;2018;6;18;Offline;0;0;0;122.4;0;Not_Canceled
INN00282;2;0;1;3;Not Selected;0;Room_Type 1;41;2018;5;9;Online;0;0;0;116.1;0;Canceled
INN00283;2;0;0;4;Not Selected;0;Room_Type 1;167;2018;6;28;Online;0;0;0;62.18;0;Canceled
INN00284;2;0;0;4;Not Selected;0;Room_Type 1;62;2018;3;9;Online;0;0;0;63.75;0;Canceled
INN00285;1;0;1;4;Meal Plan 1;0;Room_Type 1;113;2018;9;7;Online;0;0;0;118.8;0;Canceled
INN00286;2;0;0;2;Not Selected;1;Room_Type 1;1;2018;8;10;Online;0;0;0;167;0;Not_Canceled
INN00287;2;2;2;2;Meal Plan 1;0;Room_Type 6;84;2018;5;13;Online;0;0;0;187.85;1;Not_Canceled
INN00288;0;2;2;2;Meal Plan 1;0;Room_Type 1;68;2018;4;24;Online;0;0;0;108.38;1;Canceled
INN00289;2;0;0;1;Meal Plan 1;0;Room_Type 2;9;2018;9;7;Complementary;1;0;3;0;1;Not_Canceled
INN00290;3;0;1;2;Meal Plan 1;0;Room_Type 1;245;2018;10;28;Online;0;0;0;128.7;0;Canceled
INN00291;2;0;1;3;Meal Plan 1;0;Room_Type 1;80;2018;3;17;Online;0;0;0;80.33;1;Not_Canceled
INN00292;2;0;1;1;Meal Plan 1;0;Room_Type 1;7;2018;8;22;Online;0;0;0;140;1;Canceled
INN00293;2;1;1;1;Meal Plan 1;0;Room_Type 1;128;2017;8;8;Online;0;0;0;76.5;2;Not_Canceled
INN00294;2;0;2;1;Meal Plan 1;0;Room_Type 1;100;2018;5;1;Online;0;0;0;105.3;1;Not_Canceled
INN00295;2;0;2;1;Meal Plan 1;0;Room_Type 1;118;2018;4;3;Online;0;0;0;87.3;1;Canceled
INN00296;1;0;0;3;Meal Plan 1;0;Room_Type 1;166;2018;11;1;Online;0;0;0;110;0;Canceled
INN00297;1;0;0;1;Meal Plan 2;0;Room_Type 1;41;2017;9;4;Offline;0;0;0;83;0;Not_Canceled
INN00298;2;0;2;2;Meal Plan 1;0;Room_Type 1;174;2018;8;13;Online;0;0;0;99.45;1;Not_Canceled
INN00299;2;1;2;1;Meal Plan 2;0;Room_Type 1;27;2017;12;27;Offline;0;0;0;104.5;3;Not_Canceled
INN00300;2;0;2;6;Meal Plan 1;0;Room_Type 1;2;2018;11;16;Online;0;0;0;92.54;2;Not_Canceled
INN00301;1;0;0;3;Meal Plan 1;0;Room_Type 1;37;2018;10;13;Offline;0;0;0;95;0;Not_Canceled
INN00302;1;0;0;2;Meal Plan 1;0;Room_Type 1;188;2018;6;15;Online;0;0;0;130;0;Canceled
INN00303;2;0;2;1;Meal Plan 1;0;Room_Type 1;68;2018;1;2;Offline;1;1;0;63;1;Not_Canceled
INN00304;2;0;1;2;Meal Plan 1;0;Room_Type 4;189;2018;10;28;Online;0;0;0;109.8;0;Canceled
INN00305;2;0;1;0;Meal Plan 1;0;Room_Type 1;10;2018;5;16;Online;0;0;0;103;0;Not_Canceled
INN00306;3;0;2;1;Meal Plan 1;0;Room_Type 4;19;2018;2;20;Online;0;0;0;130;1;Not_Canceled
INN00307;2;0;0;2;Meal Plan 1;0;Room_Type 1;61;2018;3;23;Online;0;0;0;117;0;Canceled
INN00308;2;0;0;4;Meal Plan 1;0;Room_Type 4;95;2017;12;29;Offline;0;0;0;60.5;0;Not_Canceled
INN00309;2;0;0;1;Meal Plan 2;0;Room_Type 1;83;2017;9;30;Offline;0;0;0;112.2;0;Not_Canceled
INN00310;2;0;1;3;Meal Plan 1;0;Room_Type 1;37;2018;8;1;Online;0;0;0;135.9;0;Canceled
INN00311;2;0;1;0;Meal Plan 1;0;Room_Type 1;19;2018;7;25;Online;0;0;0;151;1;Canceled
INN00312;2;2;0;2;Meal Plan 1;0;Room_Type 6;22;2018;9;16;Online;0;0;0;239;2;Not_Canceled
INN00313;2;0;2;1;Meal Plan 1;0;Room_Type 1;22;2017;12;26;Online;0;0;0;59.09;0;Not_Canceled
INN00314;2;0;2;5;Meal Plan 1;0;Room_Type 1;151;2018;7;9;Online;0;0;0;103.09;0;Canceled
INN00315;2;0;2;1;Meal Plan 1;0;Room_Type 1;26;2018;2;28;Offline;0;0;0;87;0;Not_Canceled
INN00316;3;0;1;0;Meal Plan 1;0;Room_Type 4;27;2018;4;17;Online;0;0;0;137;0;Canceled
INN00317;2;0;0;2;Meal Plan 2;0;Room_Type 1;79;2018;6;24;Offline;0;0;0;109;0;Not_Canceled
INN00318;2;0;1;1;Meal Plan 2;0;Room_Type 1;247;2018;6;6;Online;0;0;0;115;1;Canceled
INN00319;2;0;2;3;Meal Plan 1;0;Room_Type 4;189;2018;7;17;Online;0;0;0;99.45;1;Not_Canceled
INN00320;2;0;0;2;Meal Plan 2;0;Room_Type 1;320;2018;8;18;Online;0;0;0;115;1;Canceled
INN00321;3;0;1;2;Meal Plan 1;0;Room_Type 4;27;2018;2;22;Online;0;0;0;130;2;Not_Canceled
INN00322;1;0;1;0;Meal Plan 1;0;Room_Type 1;51;2018;5;22;Corporate;1;0;3;65;0;Not_Canceled
INN00323;2;0;0;2;Meal Plan 1;0;Room_Type 1;245;2018;6;17;Online;0;0;0;75;0;Canceled
INN00324;2;1;1;2;Meal Plan 1;0;Room_Type 1;52;2018;7;8;Online;0;0;0;132.9;0;Canceled
INN00325;1;0;2;0;Meal Plan 1;0;Room_Type 1;13;2017;10;18;Online;0;0;0;120;0;Not_Canceled
INN00326;2;0;0;2;Not Selected;0;Room_Type 1;46;2018;11;11;Online;0;0;0;79.2;1;Canceled
INN00327;3;0;2;1;Meal Plan 1;0;Room_Type 4;84;2018;8;28;Online;0;0;0;159.3;0;Canceled
INN00328;1;0;0;2;Meal Plan 1;0;Room_Type 1;188;2018;6;15;Online;0;0;0;130;0;Canceled
INN00329;2;0;0;3;Meal Plan 1;0;Room_Type 1;19;2017;10;6;Offline;1;1;0;90;0;Not_Canceled
INN00330;2;0;0;2;Meal Plan 1;0;Room_Type 4;67;2018;5;27;Online;0;0;0;140.4;1;Not_Canceled
INN00331;2;0;0;1;Meal Plan 1;0;Room_Type 1;0;2017;8;11;Online;0;0;0;75;0;Not_Canceled
INN00332;2;0;0;2;Meal Plan 2;0;Room_Type 1;273;2017;7;17;Online;0;0;0;109;0;Canceled
INN00333;2;0;2;1;Meal Plan 2;0;Room_Type 1;110;2017;7;25;Online;0;0;0;94.5;0;Canceled
INN00334;1;0;0;1;Meal Plan 1;0;Room_Type 1;0;2017;12;15;Corporate;1;0;1;75;0;Not_Canceled
INN00335;2;0;1;2;Meal Plan 1;0;Room_Type 4;32;2017;10;23;Offline;0;0;0;75;1;Not_Canceled
INN00336;2;0;2;1;Meal Plan 1;0;Room_Type 1;282;2017;10;10;Offline;0;0;0;76.67;0;Not_Canceled
INN00337;2;0;2;2;Meal Plan 1;0;Room_Type 1;38;2018;10;2;Online;0;0;0;126;0;Not_Canceled
INN00338;2;0;1;1;Not Selected;0;Room_Type 1;175;2018;7;23;Online;0;0;0;85.5;1;Not_Canceled
INN00339;2;0;0;3;Meal Plan 1;0;Room_Type 4;143;2018;8;18;Online;0;0;0;140.7;0;Canceled
INN00340;2;0;2;2;Meal Plan 1;0;Room_Type 4;127;2018;6;26;Online;0;0;0;103.7;1;Not_Canceled
INN00341;1;0;0;1;Meal Plan 1;0;Room_Type 1;0;2017;9;8;Online;0;0;0;142;0;Not_Canceled
INN00342;2;1;2;5;Meal Plan 1;0;Room_Type 1;95;2018;12;21;Online;0;0;0;103.7;3;Not_Canceled
INN00343;1;0;1;2;Meal Plan 1;0;Room_Type 1;118;2018;6;6;Offline;0;0;0;110;0;Not_Canceled
INN00344;2;0;0;3;Meal Plan 1;0;Room_Type 1;45;2018;11;10;Offline;0;0;0;75;0;Not_Canceled
INN00345;3;0;1;1;Meal Plan 1;0;Room_Type 4;69;2018;7;25;Online;0;0;0;137.7;0;Not_Canceled
INN00346;2;0;0;1;Not Selected;0;Room_Type 1;57;2018;9;7;Online;0;0;0;87.3;3;Not_Canceled
INN00347;1;0;0;2;Meal Plan 1;0;Room_Type 1;5;2018;8;24;Complementary;1;0;4;0;4;Not_Canceled
INN00348;2;0;0;2;Meal Plan 2;0;Room_Type 1;39;2017;8;14;Offline;0;0;0;101.5;0;Not_Canceled
INN00349;2;0;0;1;Meal Plan 1;0;Room_Type 1;0;2018;2;24;Online;0;0;0;97;1;Not_Canceled
INN00350;3;0;1;1;Meal Plan 1;0;Room_Type 4;89;2018;8;15;Online;0;0;0;150.3;1;Not_Canceled
INN00351;2;0;0;4;Meal Plan 1;0;Room_Type 1;85;2018;3;29;Online;0;0;0;82.45;0;Not_Canceled
INN00352;1;0;0;1;Meal Plan 1;1;Room_Type 4;4;2018;7;1;Corporate;1;0;3;103;1;Not_Canceled
INN00353;1;0;2;6;Meal Plan 1;0;Room_Type 1;11;2018;7;5;Online;0;0;0;145;0;Canceled
INN00354;1;0;1;1;Meal Plan 1;0;Room_Type 1;12;2018;7;11;Online;0;0;0;145;1;Not_Canceled
INN00355;2;0;2;2;Meal Plan 1;0;Room_Type 4;77;2018;5;14;Online;0;0;0;134.85;1;Not_Canceled
INN00356;2;1;1;1;Meal Plan 1;0;Room_Type 6;14;2018;10;22;Online;0;0;0;168.25;1;Not_Canceled
INN00357;1;0;2;1;Meal Plan 1;0;Room_Type 1;1;2018;2;28;Online;0;0;0;60;0;Canceled
INN00358;2;0;1;3;Meal Plan 1;0;Room_Type 1;133;2018;6;13;Offline;0;0;0;76;0;Not_Canceled
INN00359;2;0;1;2;Meal Plan 1;0;Room_Type 1;3;2017;8;10;Offline;0;0;0;63.5;1;Not_Canceled
INN00360;2;0;2;0;Meal Plan 1;0;Room_Type 1;19;2018;9;18;Offline;0;0;0;95;0;Not_Canceled
INN00361;2;0;2;2;Meal Plan 1;0;Room_Type 4;86;2018;9;3;Offline;0;0;0;90.95;3;Not_Canceled
INN00362;2;0;0;2;Meal Plan 1;0;Room_Type 1;23;2017;10;16;Online;0;0;0;98.4;2;Not_Canceled
INN00363;2;0;0;1;Meal Plan 1;0;Room_Type 1;65;2018;9;22;Online;0;0;0;135.9;1;Not_Canceled
INN00364;2;0;0;2;Meal Plan 1;0;Room_Type 4;1;2018;11;16;Online;0;0;0;130;1;Not_Canceled
INN00365;2;0;0;1;Meal Plan 1;0;Room_Type 4;66;2017;11;19;Online;0;0;0;81.9;2;Not_Canceled
INN00366;3;0;1;4;Meal Plan 1;0;Room_Type 1;50;2018;2;22;Online;0;0;0;78.85;1;Not_Canceled
INN00367;2;0;2;3;Meal Plan 2;0;Room_Type 1;87;2018;6;26;Online;0;0;0;141.3;0;Canceled
INN00368;2;0;1;1;Meal Plan 1;0;Room_Type 1;159;2018;4;9;Offline;0;0;0;70;1;Not_Canceled
INN00369;2;0;2;3;Meal Plan 2;0;Room_Type 1;39;2018;8;13;Online;0;0;0;170.1;2;Not_Canceled
INN00370;2;0;2;0;Meal Plan 2;0;Room_Type 1;386;2018;10;23;Online;0;0;0;115;1;Canceled
INN00371;2;2;0;5;Meal Plan 1;0;Room_Type 6;22;2017;12;29;Online;0;0;0;199;0;Not_Canceled
INN00372;2;0;2;2;Meal Plan 1;0;Room_Type 4;102;2018;7;10;Offline;0;0;0;82.45;0;Not_Canceled
INN00373;4;0;0;3;Meal Plan 1;0;Room_Type 7;86;2018;10;20;Online;0;0;0;192.86;1;Not_Canceled
INN00374;2;0;2;2;Meal Plan 1;0;Room_Type 1;56;2017;9;25;Offline;0;0;0;185;0;Not_Canceled
INN00375;2;0;2;6;Meal Plan 1;0;Room_Type 1;36;2018;12;10;Online;0;0;0;68.07;1;Not_Canceled
INN00376;2;0;0;3;Meal Plan 1;0;Room_Type 1;50;2018;10;4;Online;0;0;0;118.8;1;Not_Canceled
INN00377;2;0;0;2;Meal Plan 1;0;Room_Type 4;115;2018;10;27;Online;0;0;0;104.4;0;Canceled
INN00378;1;0;0;1;Meal Plan 1;0;Room_Type 1;0;2018;3;23;Corporate;1;0;12;65;0;Not_Canceled
INN00379;2;0;1;3;Not Selected;0;Room_Type 1;35;2018;3;3;Online;0;0;0;71.1;0;Canceled
INN00380;2;0;2;1;Meal Plan 1;0;Room_Type 1;17;2018;5;21;Offline;0;0;0;95;0;Not_Canceled
INN00381;2;0;4;11;Meal Plan 1;0;Room_Type 4;237;2018;9;13;Online;0;0;0;116.62;1;Canceled
INN00382;2;0;0;4;Meal Plan 1;0;Room_Type 1;125;2018;9;7;Online;0;0;0;136;2;Not_Canceled
INN00383;2;2;2;2;Meal Plan 1;0;Room_Type 6;32;2018;12;2;Online;0;0;0;147.9;0;Canceled
INN00384;2;0;2;0;Not Selected;0;Room_Type 1;5;2018;9;18;Offline;0;0;0;123.7;0;Not_Canceled
INN00385;2;0;2;1;Meal Plan 1;0;Room_Type 1;91;2018;6;19;Online;0;0;0;135.9;0;Canceled
INN00386;2;0;0;2;Meal Plan 2;0;Room_Type 1;102;2017;10;16;Offline;0;0;0;109;0;Not_Canceled
INN00387;3;0;2;1;Meal Plan 1;0;Room_Type 4;9;2018;3;20;Online;0;0;0;186;1;Not_Canceled
INN00388;3;0;1;3;Meal Plan 1;0;Room_Type 4;155;2018;12;26;Online;0;0;0;115.6;1;Canceled
INN00389;2;2;0;1;Meal Plan 1;0;Room_Type 6;0;2018;5;14;Online;0;0;0;221;0;Canceled
INN00390;1;0;0;3;Meal Plan 1;0;Room_Type 1;11;2017;9;15;Corporate;0;0;0;65;0;Not_Canceled
INN00391;1;0;0;1;Meal Plan 1;0;Room_Type 1;0;2018;2;19;Corporate;0;0;0;80;0;Not_Canceled
INN00392;2;1;1;4;Meal Plan 1;0;Room_Type 1;86;2018;3;23;Offline;0;0;0;73.83;0;Not_Canceled
INN00393;1;0;0;1;Meal Plan 1;1;Room_Type 1;18;2018;10;18;Corporate;1;3;19;67;0;Not_Canceled
INN00394;2;0;0;2;Meal Plan 1;0;Room_Type 1;58;2018;3;4;Online;0;0;0;80.3;1;Not_Canceled
INN00395;2;0;2;1;Not Selected;0;Room_Type 1;54;2018;4;30;Offline;0;0;0;85;0;Not_Canceled
INN00396;2;1;2;3;Meal Plan 1;0;Room_Type 1;25;2018;7;23;Online;0;0;0;152.1;1;Canceled
INN00397;2;0;0;2;Meal Plan 1;0;Room_Type 1;107;2017;9;9;Online;0;0;0;89.25;1;Not_Canceled
INN00398;1;0;0;4;Meal Plan 2;0;Room_Type 1;100;2018;9;28;Offline;0;0;0;110;0;Not_Canceled
INN00399;2;0;1;2;Meal Plan 1;0;Room_Type 1;273;2018;5;13;Online;0;0;0;95;0;Canceled
INN00400;2;0;0;1;Not Selected;0;Room_Type 1;29;2018;3;18;Online;0;0;0;79;0;Not_Canceled
INN00401;2;0;0;1;Meal Plan 1;0;Room_Type 1;221;2018;8;12;Online;0;0;0;80;0;Canceled
INN00402;2;0;2;2;Meal Plan 1;0;Room_Type 1;213;2018;10;1;Online;0;0;0;102.85;2;Canceled
INN00403;2;0;1;2;Meal Plan 1;0;Room_Type 1;198;2018;9;9;Online;0;0;0;90;0;Canceled
INN00404;2;0;1;2;Meal Plan 1;0;Room_Type 2;81;2018;1;29;Online;0;0;0;62.37;2;Not_Canceled
INN00405;2;0;0;1;Not Selected;0;Room_Type 1;23;2018;4;8;Online;0;0;0;98;0;Not_Canceled
INN00406;2;0;0;3;Meal Plan 1;0;Room_Type 1;26;2017;9;17;Online;0;0;0;117.67;1;Canceled
INN00407;2;0;2;1;Meal Plan 1;0;Room_Type 1;20;2018;6;18;Online;0;0;0;141;1;Not_Canceled
INN00408;2;1;1;3;Meal Plan 1;0;Room_Type 6;124;2018;12;26;Online;0;0;0;156.61;2;Canceled
INN00409;3;0;0;3;Meal Plan 1;0;Room_Type 4;85;2018;8;3;Online;0;0;0;152.1;0;Canceled
INN00410;2;0;0;1;Meal Plan 1;0;Room_Type 1;167;2018;8;6;Online;0;0;0;105.3;0;Canceled
INN00411;2;0;1;3;Meal Plan 1;0;Room_Type 1;71;2018;5;30;Online;0;0;0;119.85;1;Not_Canceled
INN00412;2;0;0;2;Meal Plan 1;0;Room_Type 1;48;2018;11;4;Online;0;0;0;97.2;2;Not_Canceled
INN00413;1;0;0;1;Not Selected;0;Room_Type 1;37;2018;5;13;Online;0;0;0;116.1;0;Not_Canceled
INN00414;3;0;2;2;Meal Plan 1;0;Room_Type 4;76;2018;5;29;Online;0;0;0;150.45;0;Canceled
INN00415;1;0;0;1;Meal Plan 1;0;Room_Type 1;13;2018;1;20;Offline;0;0;0;71;0;Not_Canceled
INN00416;1;0;1;0;Meal Plan 1;0;Room_Type 1;3;2018;6;27;Complementary;0;0;0;0;0;Not_Canceled
INN00417;2;0;1;2;Meal Plan 1;0;Room_Type 4;75;2017;12;7;Offline;0;0;0;60;0;Not_Canceled
INN00418;1;0;0;1;Meal Plan 1;0;Room_Type 1;5;2018;4;5;Corporate;1;0;1;89;1;Not_Canceled
INN00419;2;0;2;0;Meal Plan 2;0;Room_Type 1;386;2018;10;23;Online;0;0;0;115;1;Canceled
INN00420;2;0;1;1;Meal Plan 1;0;Room_Type 1;180;2018;5;2;Offline;0;0;0;100;1;Not_Canceled
INN00421;2;0;1;3;Not Selected;0;Room_Type 1;122;2018;11;14;Online;0;0;0;75.9;2;Canceled
INN00422;2;0;1;2;Meal Plan 1;0;Room_Type 1;224;2017;10;2;Offline;0;0;0;65;0;Not_Canceled
INN00423;2;0;2;2;Meal Plan 1;0;Room_Type 1;24;2018;5;29;Online;0;0;0;104.55;2;Not_Canceled
INN00424;1;0;2;2;Meal Plan 1;0;Room_Type 1;162;2018;10;14;Online;0;0;0;115;0;Canceled
INN00425;3;0;1;1;Meal Plan 1;0;Room_Type 4;25;2018;7;2;Online;0;0;0;187;0;Canceled
INN00426;1;0;0;1;Meal Plan 1;0;Room_Type 1;1;2018;8;4;Online;0;0;0;115;0;Not_Canceled
INN00427;2;0;0;4;Not Selected;0;Room_Type 1;236;2018;9;27;Online;0;0;0;84.43;1;Canceled
INN00428;2;0;2;3;Meal Plan 1;0;Room_Type 1;120;2018;4;8;Online;0;0;0;90.95;0;Canceled
INN00429;2;0;1;3;Meal Plan 2;1;Room_Type 4;12;2018;3;24;Online;0;0;0;208;1;Not_Canceled
INN00430;2;0;2;4;Meal Plan 1;0;Room_Type 1;224;2018;9;3;Online;0;0;0;97.18;1;Canceled
INN00431;1;0;0;4;Meal Plan 2;0;Room_Type 1;33;2017;10;21;Offline;0;0;0;79.11;0;Not_Canceled
INN00432;2;0;0;2;Meal Plan 1;0;Room_Type 1;24;2018;5;13;Complementary;0;0;0;0;0;Not_Canceled
INN00433;2;0;0;1;Meal Plan 1;0;Room_Type 4;22;2017;9;8;Online;0;0;0;120;1;Not_Canceled
INN00434;2;0;0;3;Meal Plan 1;0;Room_Type 1;10;2017;10;20;Online;0;0;0;126;1;Not_Canceled
INN00435;2;0;0;2;Meal Plan 1;0;Room_Type 1;15;2018;2;16;Online;0;0;0;91;1;Canceled
INN00436;2;0;0;5;Meal Plan 2;0;Room_Type 1;230;2018;9;6;Online;0;0;0;137;0;Canceled
INN00437;2;0;0;4;Meal Plan 1;0;Room_Type 1;54;2018;3;16;Offline;0;0;0;67.32;0;Not_Canceled
INN00438;2;0;0;1;Meal Plan 1;0;Room_Type 1;45;2017;10;23;Online;0;0;0;81.62;0;Not_Canceled
INN00439;3;0;1;3;Meal Plan 2;0;Room_Type 4;63;2018;10;24;Online;0;0;0;123.66;2;Not_Canceled
INN00440;2;0;2;1;Not Selected;0;Room_Type 1;166;2018;8;6;Online;0;0;0;94.5;1;Not_Canceled
INN00441;2;0;1;4;Meal Plan 1;0;Room_Type 1;148;2018;8;22;Online;0;0;0;96.3;0;Canceled
INN00442;2;0;2;1;Meal Plan 1;0;Room_Type 1;136;2018;8;13;Online;0;0;0;88.01;1;Not_Canceled
INN00443;2;0;1;3;Meal Plan 1;0;Room_Type 1;37;2018;3;10;Online;0;0;0;81.9;2;Not_Canceled
